174,5,0,6,0,8,0.230769230769,0.0441567579639,1
27,1,0,0,0,0,0.423076923077,0.107233132607,1
105,5,0,0,0,4,0.346153846154,0.0530248538801,1
27,1,0,0,0,0,0.423076923077,0.107233132607,1
19,3,0,0,0,0,0.615384615385,0.26772074353,1
150,7,4,0,4,8,0.192307692308,0.0229361730844,1
31,1,1,0,0,0,0.423076923077,0.0954193758281,1
101,5,4,0,0,3,0.230769230769,0.0637411660616,1
31,1,1,0,0,0,0.423076923077,0.0954193758281,1
95,5,4,0,0,0,0.269230769231,0.066304816022,1
31,1,1,0,0,0,0.423076923077,0.0954193758281,1
42,1,0,0,0,0,0.423076923077,0.0896608726873,1
36,1,0,0,0,0,0.423076923077,0.0976960797833,1
40,1,1,0,0,1,0.346153846154,0.105254816391,1
27,1,0,0,0,0,0.423076923077,0.1236596771,1
62,1,1,0,0,0,0.346153846154,0.0609778483714,1
27,1,0,0,0,0,0.423076923077,0.1236596771,1
57,1,0,0,2,0,0.384615384615,0.129541037104,1
133,5,0,0,0,14,0.230769230769,0.0369888515308,1
26,1,0,0,0,0,0.384615384615,0.144861236035,1
72,3,0,0,0,1,0.307692307692,0.0592676978061,1
26,1,0,0,0,0,0.384615384615,0.144861236035,1
70,3,0,0,0,0,0.346153846154,0.0671581399709,1
26,1,0,0,0,0,0.384615384615,0.144861236035,1
29,1,1,0,0,0,0.384615384615,0.122789609057,1
354,16,5,0,3,14,0.153846153846,0.0223932516242,1
29,1,1,0,0,0,0.384615384615,0.122789609057,1
338,17,5,0,0,9,0.153846153846,0.0242101008602,1
29,1,1,0,0,0,0.384615384615,0.122789609057,1
284,16,5,0,0,4,0.115384615385,0.0334788954498,1
29,1,1,0,0,0,0.384615384615,0.122789609057,1
283,16,5,0,0,4,0.115384615385,0.0244665912911,1
29,1,1,0,0,0,0.384615384615,0.122789609057,1
18,3,0,0,0,0,0.615384615385,0.26772074353,1
48,1,0,0,0,1,0.384615384615,0.101864019695,1
27,1,0,0,0,0,0.384615384615,0.131365833255,1
46,1,0,0,0,0,0.384615384615,0.0995366879872,1
27,1,0,0,0,0,0.384615384615,0.131365833255,1
45,1,0,0,0,0,0.423076923077,0.127962733884,1
13,1,0,0,0,0,0.730769230769,0.490677872655,1
19,1,0,0,0,0,0.5,0.141061996611,1
30,1,0,0,0,0,0.5,0.129270142337,1
59,5,0,0,0,0,0.269230769231,0.0616833180349,1
28,1,0,0,0,0,0.461538461538,0.0996582363226,1
31,2,0,0,0,0,0.423076923077,0.102979877714,1
427,21,5,0,3,20,0.153846153846,0.030736309831,1
28,1,0,0,0,0,0.5,0.120772079198,1
253,15,5,0,0,3,0.192307692308,0.029643372289,1
28,1,0,0,0,0,0.5,0.120772079198,1
266,15,5,0,0,4,0.153846153846,0.0258734328784,1
28,1,0,0,0,0,0.5,0.120772079198,1
258,15,5,0,0,2,0.192307692308,0.0286634150447,1
28,1,0,0,0,0,0.5,0.120772079198,1
20,1,0,0,0,0,0.615384615385,0.286557768248,1
28,2,0,0,0,0,0.769230769231,0.612679124598,1
164,7,0,0,5,11,0.230769230769,0.0273951575243,1
27,1,0,0,0,0,0.423076923077,0.107233132607,1
104,5,0,0,0,4,0.346153846154,0.0530248538801,1
27,1,0,0,0,0,0.423076923077,0.107233132607,1
102,5,0,0,0,3,0.346153846154,0.0556845672999,1
27,1,0,0,0,0,0.423076923077,0.107233132607,1
30,1,3,0,0,0,0.461538461538,0.113880744978,1
31,1,1,0,0,0,0.423076923077,0.0954193758281,1
167,7,4,0,4,8,0.192307692308,0.0303754693763,1
